BN,SCHOOL NAME,PROGRESS REPORT TYPE,2012-2013 PROGRESS REPORT GRADE,2011-2012 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE,2008-09 PROGRESS REPORT GRADE,2007-08 PROGRESS REPORT GRADE,2006-07 PROGRESS REPORT GRADE
X081,P.S. 081 Robert J. Christen,EMS,A,B,C,C,A,C,B
X083,P.S. 083 Donald Hertz,EMS,C,B,B,C,A,B,B
X085,P.S. 085 Great Expectations,EMS,C,B,C,C,A,D,B
X086,P.S. 086 Kingsbridge Heights,EMS,A,A,A,A,A,A,A
X087,P.S. 087 Bronx,EMS,B,C,C,C,A,C,B
X089,P.S. 089 Bronx,EMS,A,C,C,C,A,C,B
X090,P.S. 090 George Meany,EMS,None,None,None,None,None,F,D
X091,P.S. 091 Bronx,EMS,C,B,C,B,A,C,B
X092,P.S. 092 Bronx,EMS,C,C,C,B,A,F,A
X093,P.S. 093 Albert G. Oliver,EMS,A,A,A,B,A,A,C
X094,P.S. 094 Kings College School,EMS,C,D,C,C,A,C,C
X095,P.S. 095 Sheila Mencher,EMS,B,B,C,B,A,B,B
X096,P.S. 096 Richard Rodgers,EMS,D,B,B,B,A,A,C
X097,P.S. 097 Bronx,EMS,B,B,A,B,C,C,B
X098,J.H.S. 098 Herman Ridder,EMS,A,A,C,A,A,A,A
X100,P.S. 100 Isaac Clason,EMS,C,C,B,C,B,B,C
X101,M.S. X101 Edward R. Byrne,EMS,C,C,B,C,C,B,B
X102,P.S. 102 Joseph O. Loretan,EMS,None,None,None,C,B,B,D
X103,P.S. 103 Hector Fontanez,EMS,D,C,B,B,A,C,C
X105,P.S. 105 Sen Abraham Bernstein,EMS,C,B,C,B,A,B,C
X106,P.S. 106 Parkchester,EMS,C,B,B,B,A,B,F
X107,P.S. 107,EMS,C,C,C,D,B,A,B
X108,P.S. 108 Philip J. Abinanti,EMS,C,C,C,C,B,B,C
X109,P.S. 109 Sedgwick,EMS,B,B,B,A,A,B,B
X110,P.S. 110 Theodore Schoenfeld,EMS,A,B,B,B,A,A,D
X111,P.S. 111 Seton Falls,EMS,C,D,C,C,A,B,B
X112,P.S. 112 Bronxwood,EMS,F,C,D,A,A,A,B
X114,P.S. X114 - Luis Llorens Torres Schools,EMS,C,B,F,B,A,D,B
X117,I.S. 117 Joseph H. Wade,EMS,C,B,C,B,A,B,B
X118,J.H.S. 118 William W. Niles,EMS,A,C,C,C,A,D,B
X119,P.S. 119,EMS,D,B,B,C,A,A,A
X121,P.S. 121 Throop,EMS,A,C,C,B,A,B,C
X123,J.H.S. 123 James M. Kieran,EMS,C,C,B,A,A,B,A
X125,J.H.S. 125 Henry Hudson,EMS,B,F,C,B,B,B,B
X126,P.S. 126 Dr Marjorie H Dunbar,EMS,D,C,A,B,A,B,A
X127,J.H.S. 127 The Castle Hill,EMS,B,B,C,B,A,A,D
X128,Mott Hall III,EMS,B,C,A,A,A,B,A
X129,P.S. 129 Twin Parks Upper,EMS,A,B,B,B,A,A,C
X130,P.S. 130 Abram Stevens Hewitt,EMS,B,B,C,C,B,C,F
X131,J.H.S. 131 Albert Einstein,EMS,B,C,C,C,B,B,C
X132,P.S. 132 Garret A. Morgan,EMS,C,D,C,B,B,C,D
X134,P.S. 134 George F. Bristow,EMS,B,C,C,B,A,C,C
X135,J.H.S. 135 Frank D. Whalen,EMS,None,None,None,None,None,None,None
X138,P.S. 138 Samuel Randall,EMS,B,C,C,C,A,A,C
X140,P.S. X140 The Eagle School,EMS,C,C,C,C,A,B,C
X141,Riverdale / Kingsbridge Academy (Middle School / H,EMS,B,B,C,D,B,C,C
X142,MS 142 John Philip Sousa,EMS,None,C,C,C,A,C,C
X144,J.H.S. 144 Michelangelo,EMS,B,D,C,C,A,B,C
X145,J.H.S. 145 Arturo Toscanini,EMS,A,B,B,B,A,B,B
X146,P.S. 146 Edward Collins,EMS,D,C,B,C,A,A,B
X150,P.S. 150 Charles James Fox,EMS,B,B,B,A,A,A,B
X151,J.H.S. 151 Lou Gehrig,EMS,B,C,A,A,A,B,B
X152,P.S. 152 Evergreen,EMS,C,A,A,A,A,A,A
X153,P.S. 153 Hellen Keller,EMS,A,A,A,B,A,B,C
X154,P.S. 154 Jonathan D. Hyatt,EMS,C,F,C,C,A,C,B
X156,Ps 156 Benjamin Banneker,EMS,None,None,None,None,None,None,F
X157,P.S. 157 Grove Hill,EMS,B,D,C,B,A,B,A
X159,P.S. 159 Luis Munoz Marin Biling,EMS,A,C,C,B,A,A,C
X160,P.S. 160 Walt Disney,EMS,C,C,C,C,A,A,B
X161,P.S. 161 Ponce De Leon,EMS,B,C,B,C,A,A,A
X162,J.H.S. 162 Lola Rodriguez De Tio,EMS,C,C,C,B,A,B,B
X163,P.S. 163 Arthur A. Schomburg,EMS,B,C,C,C,A,B,D
X165,Grand Concourse Charter School,EMS,A,A,B,B,A,B,None
X166,J.H.S. 166 Roberto Clemente,EMS,None,None,None,None,None,D,C
X169,BAYCHESTER ACADEMY,EMS,B,None,None,None,None,None,None
X174,I.S. 174 Eugene T. Maleska,EMS,None,None,None,None,None,None,None
X175,P.S. 175 City Island,EMS,C,C,C,C,A,C,B
X177,MOTT HALL CHARTER SCHOOL,EMS,None,None,None,None,None,None,None
X178,P.S. 178 - Dr. Selman Waksman,EMS,B,C,B,C,A,A,C
X179,P.S. 179,EMS,B,A,F,C,A,B,F
X180,M.S. 180 Dr. Daniel Hale Williams,EMS,C,C,C,B,A,B,B
X181,I.S. 181 Pablo Casals,EMS,C,C,B,B,A,B,B
X182,P.S. 182,EMS,B,B,B,B,A,A,F
X185,The Bronx Lighthouse Charter School,EMS,B,D,D,B,A,A,C
X189,Cornerstone Academy for Social Action,EMS,B,D,C,F,C,None,None
X190,E.S.M.T- I.S. 190,EMS,D,A,C,B,A,A,A
X192,I.S. 192 Piagentini-Jones,EMS,None,None,None,None,None,None,None
X194,PS/MS 194,EMS,B,A,C,B,A,B,C
X195,P.S. 195,EMS,D,C,C,C,A,B,C
X196,P.S. 196,EMS,A,A,C,B,A,C,B
X198,P.S. 198,EMS,None,None,None,None,None,F,C
X199,P.S. 199X - The Shakespeare School,EMS,B,C,A,A,A,C,B
X201,Ms 201X Scl Theatre Arts & Res,EMS,None,None,None,None,None,None,F
X203,M.S. 203,EMS,None,D,C,C,A,B,C
X204,P.S. 204 Morris Heights,EMS,A,A,B,A,A,A,B
X205,P.S. 205 Fiorello Laguardia,EMS,C,A,B,A,A,A,B
X206,I.S. 206 Ann Mersereau,EMS,B,C,C,B,A,A,D
X211,P.S. 211,EMS,B,C,B,A,A,A,C
X212,P.S. 212,EMS,F,C,B,C,A,C,B
X214,P.S. 214,EMS,B,B,B,B,A,B,B
X215,Kappa,EMS,B,B,B,B,A,A,A
X216,Business School for Entrepreneurial Studies,EMS,None,None,None,None,None,None,D
X217,School of Performing Arts,EMS,C,B,C,A,A,B,A
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,EMS,B,C,C,A,A,C,A
X219,I.S. 219 New Venture School,EMS,C,B,C,B,A,D,B
X220,Ps 220 Mott Haven Village School,EMS,None,None,None,None,None,None,F
X221,South Bronx Preparatory: A College Board School,EMS,B,D,C,C,A,C,B
X223,M.S. 223 The Laboratory School of Finance and Tech,EMS,A,B,B,A,A,A,B
X224,P.S. / I.S. 224,EMS,A,B,D,B,A,A,D
X225,Theatre Arts Production Company School,EMS,B,C,C,B,A,F,B
X226,P.S. 226,EMS,C,C,C,D,B,B,B
X228,Jonas Bronck Academy,EMS,A,B,B,A,A,A,A
X229,I.S. 229 Roland Patterson,EMS,B,B,B,B,A,B,A
X230,P.S. 230 Dr Roland N. Patterson,EMS,None,F,C,C,A,F,C
X231,Eagle Academy for Young Men,EMS,C,C,None,None,None,None,None
X232,I.S. 232,EMS,A,A,A,A,A,C,C
X237,"The Marie Curie School for Medicine, Nursing, and",EMS,None,None,None,None,None,F,B
X241,Urban Assembly School for Applied Math and Science,EMS,B,B,B,B,A,B,A
X242,Mott Hall V,EMS,B,A,B,A,A,A,A
X243,West Bronx Academy for the Future,EMS,A,D,C,C,A,C,B
X244,The New School for Leadership and Journalism,EMS,A,A,A,B,A,B,B
X245,New Day Academy,EMS,None,None,None,C,C,C,D
X246,P.S. 246 Poe Center,EMS,C,C,B,C,A,B,B
X250,Eximius College Preparatory Academy: A College Boa,EMS,None,None,None,None,None,F,B
X254,I.S. 254,EMS,B,B,C,A,A,A,A
X255,Bronx Charter School for Excellence,EMS,B,A,A,A,A,A,None
X258,Tech International Charter School,EMS,None,None,None,None,None,None,None
X267,Bronx Latin,EMS,A,A,A,A,A,A,A
X269,Bronx Studio School for Writers and Artists,EMS,C,B,C,C,A,A,B
X270,Academy for Scholarship and Entrepreneurship: A Co,EMS,None,None,D,C,A,D,C
X271,East Bronx Academy for the Future,EMS,B,B,C,B,B,B,D
X272,Globe School for Environmental Research,EMS,B,C,C,D,B,D,B
X273,Frederick Douglass Academy V. Middle School,EMS,B,B,B,B,A,A,A
X277,P.S. 277,EMS,B,C,F,C,A,D,D
X279,"P.S. 279 Captain Manuel Rivera, Jr.",EMS,C,A,B,B,A,C,A
X280,P.S./M.S. 280 Mosholu Parkway,EMS,B,A,B,A,A,B,A
X282,Women's Academy of Excellence,EMS,None,None,None,None,None,A,D
X286,Fannie Lou Hamer Middle School,EMS,C,B,C,A,A,B,F
X287,The Forward School,EMS,C,A,B,B,A,C,C
X289,The Young Scholars Academy of The Bronx,EMS,C,B,C,C,B,D,C
X291,P.S. 291,EMS,A,A,B,B,A,A,D
X296,South Bronx Academy for Applied Media,EMS,C,B,A,A,A,D,A
X298,Academy of Public Relations,EMS,C,A,A,A,A,B,A
X300,The School of Science and Applied Learning,EMS,A,D,D,C,B,B,C
X301,M.S. 301 Paul L. Dunbar,EMS,C,C,C,C,B,B,C
X302,M.S. 302 Luisa Dessus Cruz,EMS,B,C,A,A,A,A,B
X303,I.S. X303 Leadership & Community Service,EMS,A,C,C,C,B,B,A
X304,P.S. 304 Early Childhood School,EMS,B,B,B,B,A,A,B
X306,P.S. 306,EMS,B,C,D,C,A,B,B
X307,P.S. X307 - Eames Place,EMS,A,A,A,A,A,B,A
X308,Bronx Dance Academy School,EMS,B,A,B,B,A,B,A
X309,South Bronx Charter School For Int'L Culture & The,EMS,C,A,B,A,B,None,None
X310,P.S. 310 Marble Hill,EMS,B,A,D,A,A,C,A
X313,I.S. 313 School of Leadership Development,EMS,C,C,C,B,A,D,C
X315,P.S. 315 Lab School,EMS,C,A,A,A,A,A,B
X316,Kappa III,EMS,B,B,A,A,A,A,C
X318,"I.S. X318 Math, Science & Technology Through Arts",EMS,A,C,B,C,A,C,D
X322,Aspire Preparatory Middle School,EMS,None,None,F,C,B,B,None
X323,Bronx Writing Academy,EMS,A,C,C,A,B,A,A
X324,Bronx Early College Academy for Teaching & Learnin,EMS,D,D,C,B,A,D,None
X325,Urban Science Academy,EMS,D,B,C,B,A,B,A
X326,Bronx Green Middle School,EMS,B,B,B,C,D,C,None
X327,Comprehensive Model School Project M.S. 327,EMS,A,A,B,A,A,A,A
X328,New Millennium Business Academy Middle School,EMS,C,C,D,C,A,D,B
X331,The Bronx School of Science Inquiry and Investigat,EMS,B,B,B,B,A,A,A
X333,P.S. 333 - The Museum School,EMS,C,C,C,None,None,None,None
X335,The Academy of the Arts,EMS,C,B,B,B,A,C,C
X337,The School for Inquiry and Social Justice,EMS,A,A,A,A,A,A,B
X339,I.S. 339,EMS,B,C,D,B,A,B,C
X340,P.S. 340,EMS,A,A,C,B,A,B,B
X341,Accion Academy,EMS,B,A,C,A,A,D,B
X342,International School for Liberal Arts,EMS,A,A,A,B,A,B,B
X343,Academy of Applied Mathematics and Technology,EMS,B,A,A,A,A,A,A
X344,Ampark Neighborhood,EMS,C,C,C,None,None,None,None
X345,Hyde Leadership Charter School,EMS,C,D,B,C,A,B,None
X346,South Bronx Classical Charter School,EMS,A,A,A,D,None,None,None
X360,P.S. 360,EMS,C,B,C,B,A,B,A
X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,EMS,A,C,None,None,None,None,None
X366,Urban Assembly Academy of Civic Engagement,EMS,B,D,C,C,A,None,None
X367,"Archimedes Academy for Math, Science and Technolog",EMS,F,B,B,C,A,None,None
X368,In-Tech Academy (M.S. / High School 368),EMS,B,B,B,B,A,B,B
X369,Young Leaders Elementary School,EMS,C,D,D,D,None,None,None
X370,School of Diplomacy,EMS,D,C,F,C,A,None,None
X371,Urban Institute of Mathematics,EMS,F,B,B,B,A,None,None
X372,Urban Assembly School for Wildlife Conservation,EMS,B,A,D,C,A,None,None
X375,The Bronx Mathematics Preparatory School,EMS,C,F,C,C,A,None,None
X376,"Antonia Pantoja Preparatory Academy, A College Boa",EMS,B,D,B,C,A,None,None
X378,Carl C. Icahn Bronx North Charter School,EMS,A,A,A,C,None,None,None
X382,"Elementary School for Math, Science, and Technology",EMS,B,A,B,None,None,None,None
X383,Emolior Academy,EMS,B,C,C,B,None,None,None
X384,Entrada Academy,EMS,C,C,C,A,None,None,None
X385,Performance School,EMS,None,D,C,C,None,None,None
X386,School for Environmental Citizenship,EMS,A,A,F,None,None,None,None
X389,Bronx Global Learning Institute for Girls Charte,EMS,C,A,None,None,None,None,None
X390,M.S. 390,EMS,A,B,B,C,A,A,A
X391,The Angelo Patri Middle School,EMS,C,B,C,B,A,C,B
X394,Mott Haven Academy Charter School,EMS,A,D,None,None,None,None,None
X396,P.S. 396,EMS,B,C,B,B,A,C,D
X398,Bronx Community Charter School,EMS,B,D,None,None,None,None,None
X399,M.S. 399,EMS,None,None,None,None,None,D,C
X407,Bronx Charter School for Children,EMS,B,B,D,C,A,C,None
X413,Bronx High School for Medical Science,EMS,B,B,B,B,A,B,B
X419,Bronx Academy of Promise Charter School,EMS,B,A,F,None,None,None,None
X422,CARL C. ICAHN SOUTH BRONX CHARTER SCHOOL,EMS,B,A,D,None,None,None,None
X424,The Hunts Point School,EMS,C,C,C,B,None,None,None
X443,THE FAMILY SCHOOL,EMS,C,C,None,None,None,None,None
X447,CRESTON ACADEMY,EMS,A,B,C,None,None,None,None
X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,EMS,A,B,D,None,None,None,None
X449,GRANT AVENUE ELEMENTARY SCHOOL,EMS,D,None,None,None,None,None,None
X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,EMS,A,A,A,None,None,None,None
X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,EMS,C,C,None,None,None,None,None
X459,EAST FORDHAM ACADEMY FOR THE ARTS,EMS,C,C,A,None,None,None,None
X461,Metropolitan Lighthouse Charter School,EMS,A,None,None,None,None,None,None
X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,EMS,B,A,B,None,None,None,None
X463,URBAN SCHOLARS COMMUNITY SCHOOL,EMS,C,D,None,None,None,None,None
X467,MOTT HALL COMMUNITY SCHOOL,EMS,B,C,B,None,None,None,None
X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,EMS,C,A,B,None,None,None,None
X482,Dr. Izquierdo Health and Science Charter School,EMS,C,F,None,None,None,None,None
X487,Girls Preparatory Charter School of the Bronx,EMS,A,None,None,None,None,None,None
X488,The Equality Charter School,EMS,B,A,C,None,None,None,None
X491,Academic Leadership Charter School,EMS,B,None,None,None,None,None,None
X496,Icahn Charter School 4,EMS,A,A,None,None,None,None,None
X498,PS/MS 11X498 - VAN NEST ACADEMY,EMS,A,B,None,None,None,None,None
X500,Hostos-Lincoln Academy of Science,EMS,D,B,C,A,A,B,D
X505,"Bronx School for Law, Government and Justice",EMS,B,C,C,C,B,C,F
X517,Frederick Douglass Academy III Secondary School,EMS,None,None,None,C,C,D,B
X529,One World Middle School at Edenwald,EMS,C,None,None,None,None,None,None
X532,Baychester Middle School,EMS,C,None,None,None,None,None,None
X551,Bronx Academy of Letters,EMS,F,B,C,B,A,None,None
X556,Bronx Park Middle School,EMS,None,None,None,None,None,None,None
X562,Blueprint Middle School,EMS,None,None,None,None,None,None,None
X566,Pelham Gardens Middle School,EMS,None,None,None,None,None,None,None
X568,Young Women's Leadership School of the Bronx,EMS,None,None,None,None,None,None,None
X691,Bronx Little School,EMS,C,B,A,C,A,A,A
X703,Bronx Prep Charter School,EMS,C,D,C,C,A,B,None
X704,Kipp Academy Charter School,EMS,A,A,A,A,A,B,A
X705,Family Life Academy Charter School,EMS,B,A,B,B,A,A,None
X706,Harriet Tubman Charter School,EMS,B,A,C,C,C,D,None
X717,Carl C. Icahn Charter School,EMS,B,A,A,B,A,B,None
X718,Bronx Charter School for Better Learning,EMS,B,B,C,C,D,B,None
X730,Bronx Charter School for Arts,EMS,B,C,D,B,A,B,None
K027,Agnes Y. Humphrey School for Leadership,HS,None,None,None,None,None,None,None
K071,Juan Morel Campos Secondary School,HS,C,C,C,C,C,B,None
K122,Pathways in Technology Early College High School (P-Tech),HS,None,None,None,None,None,None,None
K168,The Brooklyn School for Math and Research,HS,None,None,None,None,None,None,None
K265,Dr. Susan S. McKinney Secondary School of the Arts,HS,C,B,B,A,B,A,B
K322,Foundations Academy,HS,F,F,Pending,B,C,None,None
K336,Academy of Business and Community Development,HS,None,None,None,None,None,None,None
K337,International High School at Lafayette,HS,B,B,B,C,A,None,None
K344,Rachel Carson High School for Coastal Studies,HS,B,B,B,B,B,None,None
K348,High School of Sports Management,HS,B,C,B,B,A,None,None
K350,Urban Assembly High School of Music and Art at Wat,HS,C,B,D,B,B,None,None
K355,Williamsburg Collegiate Charter School,HS,None,None,None,None,None,None,None
K356,Achievement First- Crown Heights Charter School,HS,None,None,None,None,None,None,None
K357,Kipp Amp (Always Mentally Prepared) Charter School,HS,None,None,None,None,None,None,None
K359,The Uft Charter School,HS,B,None,None,None,None,None,None
K382,Academy for College Preparation and Career Explora,HS,B,B,D,B,None,None,None
K393,Frederick Douglass Academy IV Secondary School,HS,B,D,C,B,D,None,None
K400,Lafayette High School,HS,None,None,None,None,None,None,None
K403,Academy for Environmental Leadership,HS,A,A,A,A,None,None,None
K404,Academy for Young Writers,HS,B,B,A,A,None,None,None
K405,Midwood High School,HS,B,B,C,B,B,B,B
K408,Academy of Hospitality and Tourism,HS,C,C,B,D,None,None,None
K409,East New York Family Academy,HS,C,C,C,B,B,B,C
K410,Abraham Lincoln High School,HS,B,C,C,C,B,C,C
K412,"Brooklyn Community High School of Communication, A",HS,B,B,C,C,None,None,None
K415,Samuel J. Tilden High School,HS,None,None,None,None,None,None,None
K419,Science Skills Center High School at Water's Edge,HS,B,B,A,A,D,D,D
K420,Franklin K. Lane High School,HS,None,None,None,None,None,None,D
K425,James Madison High School,HS,C,B,B,B,B,B,B
K429,Brooklyn School for Global Studies,HS,B,B,B,F,C,B,C
K430,Brooklyn Technical High School,HS,A,B,B,B,A,A,B
K439,Brooklyn International High School at Water's Edge,HS,A,A,A,A,A,A,A
K445,New Utrecht High School,HS,A,B,B,B,B,B,A
K448,Brooklyn Secondary School for Collaborative Studie,HS,A,A,A,A,A,None,None
K449,"Brooklyn Latin School, The",HS,B,B,B,B,None,None,None
K454,Green School: An Academy for Environmental Careers,HS,C,B,B,C,None,None,None
K455,Boys and Girls High School,HS,F,F,F,C,D,B,C
K462,Secondary School for Law,HS,C,C,C,C,C,D,C
K463,Secondary School for Journalism,HS,C,C,B,B,C,C,C
K464,Secondary School for Research,HS,D,C,D,C,B,B,C
K468,Kingsborough Early College School,HS,A,None,None,None,None,None,None
K473,Williamsburg Charter High School,HS,A,B,C,D,C,B,None
K474,PROGRESS High School for Professional Careers,HS,C,B,C,B,B,C,B
K477,School for Legal Studies,HS,F,C,D,D,D,D,C
K478,"The High School for Enterprise, Business and Techn",HS,A,B,A,A,A,A,A
K483,"Urban Assembly School for Law and Justice, The",HS,B,A,B,A,A,A,None
K485,High School of Telecommunication Arts and Technolo,HS,A,A,A,A,A,A,A
K488,Brooklyn Preparatory High School,HS,B,A,B,A,A,A,None
K489,W.E.B. Dubois Academic High School,HS,None,None,None,None,None,None,C
K490,Fort Hamilton High School,HS,B,B,B,B,B,B,B
K493,Brooklyn Collegiate: A College Board School,HS,D,C,B,C,B,B,None
K495,Sheepshead Bay High School,HS,None,D,D,C,C,B,C
K497,School for International Studies,HS,C,B,Pending,B,A,B,B
K498,ACORN High School for Social Justice,HS,B,A,B,A,A,B,F
K499,ACORN Community High School,HS,C,B,B,A,B,A,B
K500,Canarsie High School,HS,None,None,None,None,None,None,F
K502,FDNY High School for Fire and Life Safety,HS,B,B,Pending,C,C,F,None
K504,High School for Civil Rights,HS,C,C,B,B,C,C,None
K505,Franklin Delano Roosevelt High School,HS,B,B,B,B,B,B,A
K507,Performing Arts and Technology High School,HS,C,B,B,B,B,A,None
K509,Freedom Academy High School,HS,None,F,F,B,C,B,C
K510,World Academy for Total Community Health High Scho,HS,C,B,C,B,B,B,None
K514,Frederick Douglass Academy VII High School,HS,C,C,A,B,B,B,None
K515,South Shore High School,HS,None,None,None,None,None,None,None
K519,Cobble Hill School of American Studies,HS,B,B,B,B,B,C,D
K520,Pacific High School,HS,None,None,None,None,None,None,D
K524,International High School at Prospect Heights,HS,B,A,A,B,A,A,None
K525,Edward R. Murrow High School,HS,B,B,B,A,B,B,B
K527,Urban Assembly Institute of Math and Science for Y,HS,B,None,None,None,None,None,None
K528,"High School for Global Citizenship, The",HS,C,C,C,C,C,B,None
K530,Metropolitan Corporate Academy High School,HS,None,None,None,C,D,C,C
K531,"School for Human Rights, The",HS,B,A,A,A,A,B,None
K533,School for Democracy and Leadership,HS,B,C,D,C,B,A,None
K535,Leon M. Goldstein High School for the Sciences,HS,A,A,A,B,A,A,B
K537,High School for Youth and Community Development at,HS,B,A,C,C,C,B,None
K539,High School for Service & Learning at Erasmus,HS,A,A,A,A,A,A,None
K540,John Dewey High School,HS,B,B,C,C,C,C,B
K543,"Science, Technology and Research Early College Hig",HS,A,A,B,A,A,A,B
K544,International Arts Business School,HS,None,None,F,C,D,B,B
K545,EBC High School for Public Service - Bushwick,HS,B,B,F,C,C,B,C
K546,High School for Public Service: Heroes of Tomorrow,HS,A,A,A,A,A,A,B
K547,Brooklyn Academy of Science and the Environment,HS,B,C,B,A,C,B,B
K548,Brooklyn School for Music & Theatre,HS,C,B,B,A,B,A,B
K549,Bushwick School for Social Justice,HS,B,B,A,A,A,A,A
K552,Academy of Urban Planning,HS,C,C,B,B,B,B,C
K553,Brooklyn Academy High School,HS,None,None,None,None,None,None,B
K554,All City Leadership Secondary School,HS,A,A,A,A,A,A,B
K555,Brooklyn College Academy,HS,A,A,A,A,A,A,B
K556,Bushwick Leaders High School for Academic Excellen,HS,D,C,C,B,B,B,B
K558,Williamsburg High School for Architecture and Desi,HS,A,A,A,A,A,B,None
K559,Life Academy High School for Film and Music,HS,A,B,B,None,None,None,None
K561,Williamsburg Preparatory School,HS,A,A,A,A,A,A,None
K563,It Takes a Village Academy,HS,A,A,A,None,None,None,None
K564,Bushwick Community High School,HS,None,None,None,None,None,None,C
K566,Brooklyn Generation School,HS,B,C,C,None,None,None,None
K567,Brooklyn Theatre Arts High School,HS,C,C,A,None,None,None,None
K568,Brownsville Academy High School,HS,None,None,None,None,None,None,B
K569,Kurt Hahn Expeditionary Learning School,HS,A,A,C,None,None,None,None
K572,Expeditionary Learning School for Community Leader,HS,B,B,D,None,None,None,None
K575,Bedford Stuyvesant Preparatory High School,HS,None,None,None,None,None,None,B
K576,Victory Collegiate High School,HS,B,A,A,None,None,None,None
K583,Multicultural High School,HS,F,D,C,None,None,None,None
K585,Brooklyn Comprehensive Night High School,HS,None,None,None,None,None,None,F
K586,Lyons Community School,HS,C,B,A,None,None,None,None
K589,Arts & Media Preparatory Academy,HS,C,C,B,None,None,None,None
K590,Medgar Evers College Preparatory School,HS,B,B,B,B,A,B,B
K592,Khalil Gibran International Academy,HS,None,,,,,,
K594,Gotham Professional Arts Academy,HS,B,B,F,None,None,None,None
K595,Bedford Academy High School,HS,A,A,A,A,A,A,A
K600,Clara Barton High School,HS,B,C,C,C,B,B,B
K605,George Westinghouse Career and Technical Education,HS,C,C,D,D,B,B,C
K609,Urban Assembly School for Criminal Justice,HS,None,None,None,None,None,None,None
K610,Automotive High School,HS,F,C,C,C,B,B,F
K614,Young Women's Leadership School of Brooklyn,HS,None,None,None,None,None,None,None
K615,Transit Tech Career and Technical Education High S,HS,C,C,B,B,B,B,B
K617,High School for Innovation in Advertising and Medi,HS,B,C,None,None,None,None,None
K618,Academy of Innovative Technology,HS,B,B,None,None,None,None,None
K620,William E. Grady Career and Technical Education Hi,HS,C,B,B,D,C,B,C
K625,Paul Robeson High School,HS,None,None,None,C,C,C,C
K629,Cultural Academy for the Arts and Sciences,HS,B,B,None,None,None,None,None
K632,Frances Perkins Academy,HS,B,A,None,None,None,None,None
K633,High School for Medical Professions,HS,A,A,None,None,None,None,None
K637,Academy for Conservation and the Environment,HS,C,C,None,None,None,None,None
K639,Brooklyn Lab School,HS,D,D,None,None,None,None,None
K642,Urban Action Academy,HS,C,C,None,None,None,None,None
K644,Eagle Academy for Young Men II,HS,None,None,None,None,None,None,None
K645,EBC/ENY High School for Public Safety & Law,HS,None,None,None,None,None,None,D
K656,Brooklyn High School of the Arts,HS,B,C,B,C,B,B,C
K659,Cypress Hills Collegiate Preparatory School,HS,D,D,D,F,None,None,None
K660,W. H. Maxwell Career and Technical Education High,HS,A,B,A,B,D,D,F
K667,SUNSET PARK HIGH SCHOOL,HS,B,None,None,None,None,None,None
K670,Benjamin Banneker Academy,HS,B,B,B,B,B,A,B
K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",HS,None,None,None,None,None,None,None
K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W",HS,A,A,None,None,None,None,None
K684,Millennium Brooklyn HS,HS,None,None,None,None,None,None,None
K685,El Puente Academy for Peace and Justice,HS,A,A,A,A,A,A,B
K688,The Brooklyn Academy of Global Finance,HS,F,None,None,None,None,None,None
K690,Brooklyn Studio Secondary School,HS,C,B,C,A,B,B,B
K693,Believe Northside Charter High School,HS,A,None,None,None,None,None,None
K694,Believe Southside Charter High School,HS,None,None,None,None,None,None,None
K697,Teachers Preparatory High School,HS,C,B,A,A,A,A,B
K698,South Brooklyn Community High School,HS,None,None,None,None,None,None,B
K707,Brooklyn Prospect Charter School,HS,None,,,,,,
K730,Summit Academy Charter School,HS,None,,,,,,
K745,Brooklyn Institute for Liberal Arts,HS,None,,,,,,
K751,ACADEMY FOR HEALTH CAREERS,HS,None,None,None,None,None,None,None
K888,Achievement First HS,HS,B,None,None,None,None,None,None
K979,Uncommon Charter HS 2,HS,None,,,,,,
K999,Uncommon Charter HS,HS,B,None,None,None,None,None,None
M047,47 The American Sign Language and English Secondar,HS,A,B,C,A,A,B,F
M279,The Opportunity Charter School,HS,None,None,None,None,None,None,None
M283,Manhattan Theatre Lab High School,HS,None,None,F,C,B,F,None
M284,Harlem Children's Zone/Promise Academy Charter Sch,HS,A,A,None,None,None,None,None
M288,Food and Finance High School,HS,B,A,A,A,A,A,None
M292,Henry Street School for International Studies,HS,D,C,C,D,B,B,None
M293,City College Academy of the Arts,HS,A,A,None,None,None,None,None
M294,Essex Street Academy,HS,C,B,B,A,A,A,None
M296,High School of Hospitality Management,HS,A,A,A,A,A,A,None
M298,Pace High School,HS,A,A,A,A,A,A,None
M299,"High School for Arts, Imagination and Inquiry",HS,B,B,C,B,B,None,None
M300,"Urban Assembly School of Design and Construction,",HS,C,C,B,B,A,B,None
M303,"Facing History School, The",HS,B,A,B,B,A,None,None
